,course_name,course_code,prerequisites_text,antirequisites_text,corequisites_text,precorequisites_text,prerequisites_link,antirequisites_link,corequisites_link,precorequisites_link,description,location,extra_info,weight,category
2763,SELECTED TOPICS IN CANADIAN HISTORY,HISTORY 2292E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,1.0,HISTORY
2764,SELECTED TOPICS IN CANADIAN HISTORY,HISTORY 2293E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2765,SELECTED TOPICS IN CANADIAN HISTORY,HISTORY 2294E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2766,SELECTED TOPICS IN CANADIAN HISTORY,HISTORY 2295E,[],[],[],[],[],[],[],[],See History Department for current offerings,Huron,3 hours.,1.0,HISTORY
2767,SELECTED TOPICS IN CANADIAN HISTORY,HISTORY 2296F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Western Main Campus,3 hours.,0.5,HISTORY
2768,SELECTED TOPICS IN CANADIAN HISTORY,HISTORY 2297F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,0.5,HISTORY
2769,SELECTED TOPICS IN CANADIAN HISTORY,HISTORY 2298F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,0.5,HISTORY
2770,SELECTED TOPICS IN CANADIAN HISTORY,HISTORY 2299F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,0.5,HISTORY
2771,"THE UNITED STATES, COLONIAL PERIOD TO THE PRESENT",HISTORY 2301E,[],[],[],[],[],[],[],[],"Emphasis first term upon the emergence of the American nation, the egalitarian impulse, national expansion and sectional conflict; second term, upon the great transformations of the modern era: the growth of industrialism, big government, a pluralistic society, and international predominance.",Western Main Campus,"2 lecture hours, 1 tutorial hour (Main); 3 lecture hours (Brescia, Huron, King's).",1.0,HISTORY
2772,AMERICAN MODERN: THE UNITED STATES IN THE TWENTIETH CENTURY,HISTORY 2302F/G,[],"[{'text': 'HISTORY 2301E', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['HISTORY 2301E'],[],[],"This course is a survey of the social, political, intellectual, and cultural history of the United States, paying particular attention to the interplay among the shifting constructs of race and gender, and to the sources, interpretations, and recurring themes that give shape to narratives of the recent American past.",Huron,3 hours.,0.5,HISTORY
2773,AMERICAN NIGHTMARE: AN INTRODUCTION TO AMERICAN STUDIES,HISTORY 2310F/G,[],"[{'text': 'AMERICAN 2310F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['AMERICAN 2310F/G'],[],[],"In the increasingly polarized culture of the US, one American’s dream often seems to be another American’s nightmare. This course introduces key ideas in American culture (the American Dream, American Exceptionalism, and American Identity), and examines recent socio-political movements such as #Black Lives Matter, #Me Too, and White Nationalism.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",0.5,HISTORY
2774,THE UNITED STATES: 1865 TO THE PRESENT,HISTORY 2311F/G,[],"[{'text': 'HISTORY 2301E', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'HISTORY 2302F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['HISTORY 2302F/G', 'HISTORY 2301E']",[],[],"This course surveys the history of the United States from Reconstruction to the present day. Topics include the political history of the United States; the growth of American capitalism and mass culture; changing meanings of race, gender, and difference; and the United States’ place in the world.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",0.5,HISTORY
2775,THE UNITED STATES: THE BEGINNINGS TO 1865,HISTORY 2312F/G,[],"[{'text': 'HISTORY 2301E', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'HISTORY 2710F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['HISTORY 2710F/G', 'HISTORY 2301E']",[],[],"This survey of American history from 1600 to the 1860s will focus on the most important trends and developments in the emergence of the American nation, including settlement, the egalitarian impulse, national expansion, and sectional conflict.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",0.5,HISTORY
2776,SELECTED TOPICS IN US HISTORY,HISTORY 2391E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Western Main Campus,3 hours.,1.0,HISTORY
2777,SELECTED TOPICS IN US HISTORY,HISTORY 2392E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,1.0,HISTORY
2778,SELECTED TOPICS IN US HISTORY,HISTORY 2393E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,1.0,HISTORY
2779,SELECTED TOPICS IN US HISTORY,HISTORY 2394E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2780,SELECTED TOPICS IN US HISTORY,HISTORY 2395E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2781,SELECTED TOPICS IN US HISTORY,HISTORY 2396F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Western Main Campus,3 hours.,0.5,HISTORY
2782,SELECTED TOPICS IN US HISTORY,HISTORY 2397F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,0.5,HISTORY
2783,SELECTED TOPICS IN US HISTORY,HISTORY 2398F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,0.5,HISTORY
2784,SELECTED TOPICS IN US HISTORY,HISTORY 2399F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,0.5,HISTORY
2785,MEDIEVAL EUROPE,HISTORY 2401E,[],[],[],[],[],[],[],[],"This course examines the transformation of European economies, political structures, religious and social institutions, and cultures in the thousand years between the fall of Rome and the European voyages of discovery, and the degree to which ordinary people shaped their societies and affected the course of historical change.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",1.0,HISTORY
2786,EUROPE AND ENGLAND IN THE 16TH AND17TH CENTURIES,HISTORY 2403E,[],[],[],[],[],[],[],[],"Cultural, social, economic, and political themes including the Protestant and Catholic Reformations; the rise of absolutism; the commercial revolution; heresy, witchcraft, and scepticism; plague and health problems; the origins of modern science; demographic trends; the Puritans; baroque art and music; Cromwell, Gustavus Adolphus, and the creation of the modern army.",Western Main Campus,"2 lecture hours, 1 tutorial hour (Main);  3 lecture hours (Brescia, Huron, King's).",1.0,HISTORY
2787,"EUROPE, 1789-1918: AN ERA OF REVOLUTIONARY CHANGE",HISTORY 2404E,[],[],[],[],[],[],[],[],"European history in the period between the French revolution and the First World War was marked by cataclysmic change, political, economic, social, and cultural. History 2404E analyzes the causes and consequences of these changes and the relationships among them.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",1.0,HISTORY
2788,THE EUROPEAN WITCHCRAZE: CRIME AND DEVIANCE IN THE EARLY MODERN WORLD,HISTORY 2408F/G,[],"[{'text': 'HISTORY 2108F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['HISTORY 2108F/G'],[],[],"The European Witchcraze (1480-1700) was a fascinating and disturbing episode in European history. Widespread belief in witchcraft and judicial torture of the accused spread across Europe and Colonial America (Salem). The course adopts a variety of perspectives: social, religious, political, intellectual, legal, anthropological as well as gendered and environmental interpretations.",Brescia,3 hours.,0.5,HISTORY
2789,EUROPE AND THE PARADOXES OF MODERNITY,HISTORY 2413E,[],[],[],[],[],[],[],[],"This course examines the concept, history, and experience of modernity in Europe from the nineteenth century to the present, paying particular attention to the key economic, political, social and cultural roles of the city.",Huron,3 hours.,1.0,HISTORY
2790,EVERY DAY LIFE IN 20TH CENTURY BRITAIN,HISTORY 2414F/G,[],[],[],[],[],[],[],[],"This course will trace the transformations of everyday life in twentieth-century Britain through its social history and vibrant popular culture. We will examine how a country with a long history of political stability and cultural creativity was also one divided by rigid lines separating class, gender, ethnicity and nationality.",Huron,3 hours.,0.5,HISTORY
2791,THE AGE OF NAPOLEON,HISTORY 2415F/G,"[{'text': '0.5 Course in History.', 'isLink': False}]",[],[],[],[],[],[],[],"This course explores the social, cultural, political, and military history of Europe and European empires from the 1790s to the 1820s. Themes examined include the rise of modern nationalism and imperialism; print culture, art, and propaganda; warfare and society; industrialization; myth and memory; slavery and abolition; and the global impact of the Napoleonic Wars.",Huron,3 hours.,0.5,HISTORY
2792,BRITAIN DURING WORLD WAR TWO,HISTORY 2420F/G,[],[],[],[],[],[],[],[],"This course explores daily life in Britain during the extraordinary events of the Second World War. Each week students will use diaries, letters, photographs, films and propaganda to examine wartime rationing, the black market, bombing raids, refugees and foreign soldiers, crime and violence, and the mass evacuation of children.",Huron,3 hours.,0.5,HISTORY
2793,RUSSIA AND UKRAINE: PAST AND PRESENT,HISTORY 2423F/G,[],"[{'text': 'POLISCI 2423F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['POLISCI 2423F/G'],[],[],"This course examines the causes and consequences of the current conflict in Ukraine. By looking at Russian and Ukrainian history, placing it in international context and exploring concepts such as state, empire, nation, and the role of mass media, it provides a larger framework for understanding what is happening today.",Western Main Campus,2 hours.,0.5,HISTORY
2794,HISTORY OF RUSSIA,HISTORY 2427F/G,[],[],[],[],[],[],[],[],"This course traces the history of Russia from ancient times to the present. It looks at events on the territory of present-day Russia through imperial expansion, reforms, and revolutions into the 21st century. It explores domestic, regional, and international factors, and how this complex history has been narrated.",Western Main Campus,2 lecture hours.,0.5,HISTORY
2795,"RENAISSANCE AND RELIGIOUS REFORM IN EUROPE, 1450-1600",HISTORY 2450F/G,[],"[{'text': 'HISTORY 2103', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'HISTORY 2403E', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'RELSTUD 2233', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['RELSTUD 2233', 'HISTORY 2103', 'HISTORY 2403E']",[],[],"In the fifteenth and sixteenth centuries, Europeans wrestled with the legacy of antiquity, and religious dissent within Catholicism triggered violent upheaval. This course explores the culture of the Renaissance, European efforts to reconcile ancient learning with awareness of a “new” American continent, and the breakdown of Christian religious unity.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",0.5,HISTORY
2796,"MIDWIVES, MADONNAS, WITCHES AND WHORES: WOMEN IN EARLY MODERN EUROPE, 1500-1700",HISTORY 2459F/G,[],"[{'text': 'HISTORY 2159A/B', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['HISTORY 2159A/B'],[],[],"This course will provide critical perspectives on the lives of European women 1500 to 1700. Students will analyze early modern perceptions of women, female life cycles, and the various roles of women: wife, mother, nun, martyr, midwife, citizen, soldier, worker, property owner, and artist, plus female rulers and regents.",Brescia,2 lecture hours.,0.5,HISTORY
2797,"EUROPE TRANSFORMED: SCIENCE, ENLIGHTENMENT, AND COMMERCIAL EXPANSION, 1600-1815",HISTORY 2460F/G,[],"[{'text': 'HISTORY 2403E', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['HISTORY 2403E'],[],[],"This course explores the social and intellectual forces that transformed European societies and their relations with peoples beyond Europe. As scientific discoveries reshaped approaches to the natural world, European nations conducted warfare and commerce on a vastly larger scale, while encounters with other peoples reshaped European politics and culture.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",0.5,HISTORY
2798,SELECTED TOPICS IN EUROPEAN HISTORY,HISTORY 2491E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Western Main Campus,3 hours.,1.0,HISTORY
2799,SELECTED TOPICS IN EUROPEAN HISTORY,HISTORY 2492E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,1.0,HISTORY
2800,SELECTED TOPICS IN EUROPEAN HISTORY,HISTORY 2493E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,1.0,HISTORY
2801,SELECTED TOPICS IN EUROPEAN HISTORY,HISTORY 2494E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2802,SELECTED TOPICS IN EUROPEAN HISTORY,HISTORY 2495E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2803,SELECTED TOPICS IN EUROPEAN HISTORY,HISTORY 2496F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Western Main Campus,3 hours.,0.5,HISTORY
2804,SELECTED TOPICS IN EUROPEAN HISTORY,HISTORY 2497F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,0.5,HISTORY
2805,SELECTED TOPICS IN EUROPEAN HISTORY,HISTORY 2498F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,0.5,HISTORY
2806,SELECTED TOPICS IN EUROPEAN HISTORY,HISTORY 2499F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,0.5,HISTORY
2807,HISTORY OF LATIN AMERICA,HISTORY 2501E,[],[],[],[],[],[],[],[],"An introduction to Latin America. The first term emphasizes the colonial foundations of Spanish and Portuguese civilization in the New World; the second term emphasizes the growth of the individual republics, personalist rule, federalism vs. centralism, revolution, and the ""static society"".",King's,3 hours.,1.0,HISTORY
2808,SELECTED TOPICS IN LATIN AMERICAN OR PACIFIC HISTORY,HISTORY 2591E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2809,SELECTED TOPICS IN LATIN AMERICAN OR PACIFIC HISTORY,HISTORY 2592E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2810,SELECTED TOPICS IN LATIN AMERICAN OR PACIFIC HISTORY,HISTORY 2593E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2811,SELECTED TOPICS IN LATIN AMERICAN OR PACIFIC HISTORY,HISTORY 2594E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2812,SELECTED TOPICS IN LATIN AMERICAN OR PACIFIC HISTORY,HISTORY 2595E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2813,SELECTED TOPICS IN LATIN AMERICAN OR PACIFIC HISTORY,HISTORY 2596F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Western Main Campus,3 hours.,0.5,HISTORY
2814,SELECTED TOPICS IN LATIN AMERICAN OR PACIFIC HISTORY,HISTORY 2597F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,0.5,HISTORY
2815,SELECTED TOPICS IN LATIN AMERICAN OR PACIFIC HISTORY,HISTORY 2598F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,0.5,HISTORY
2816,SELECTED TOPICS IN LATIN AMERICAN OR PACIFIC HISTORY,HISTORY 2599F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,0.5,HISTORY
2817,HISTORY OF MODERN CHINA,HISTORY 2601E,[],[],[],[],[],[],[],[],"A study of China beginning with the decline of the Ming dynasty (ca 1600), continuing through the rise and fall of the Qing dynasty, and concluding with the rise of modern China in the late-20th century.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",1.0,HISTORY
2818,PRE-COLONIAL AFRICA,HISTORY 2602F/G,[],[],[],[],[],[],[],[],"Beginning with broad themes in early African history such as the Bantu migrations and the spread of Islam this course provides an overview of pre-colonial African history and seeks to convey a history of Africa on its own terms, divorced from a Eurocentric perspective.",Huron,3 hours.,0.5,HISTORY
2819,CHINA: TRADITION AND TRANSFORMATION,HISTORY 2603E,[],[],[],[],[],[],[],[],"The first term examines central themes in pre-modern Chinese history. The second term covers the modern and contemporary periods, with attention to the role of history and tradition in building the Chinese nation.",Huron,3 hours.,1.0,HISTORY
2820,EUROPEAN IMPERIALISM IN AFRICA 1830-1994,HISTORY 2604F/G,[],[],[],[],[],[],[],[],"Beginning with the French invasion of Algeria in 1830 and ending with the end of apartheid in South Africa, this course examines theories of imperialism, the period of the European colonization of most of Africa, colonial rule on the continent, African resistance to colonialism, and the process of decolonization.",Huron,3 hours.,0.5,HISTORY
2821,SURVEY OF JAPANESE HISTORY,HISTORY 2605E,[],[],[],[],[],[],[],[],"A survey of Japan's political, social, economic, and cultural development from prehistoric times to the present. Themes will include the foundation of the early aristocratic state, warrior regimes, the rise of the Japanese empire in the 19th and 20th centuries, and Japan's recovery and economic development after World War II.",Western Main Campus,2 lecture hours.,1.0,HISTORY
2822,THE MAKING OF THE MODERN MIDDLE EAST,HISTORY 2606E,[],"[{'text': 'HISTORY 2608F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['HISTORY 2608F/G'],[],[],"This course moves from the disintegration of the Ottoman Empire through the formation of independent Turkey and the Arab and Jewish states to a consideration of social, economic and political developments such as the development of secular nationalism, socialism, pan-Islamism, and the challenges facing the modern Middle East.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",1.0,HISTORY
2823,HISTORY & CIVILIZATION OF MEDIEVAL ISLAM,HISTORY 2607F/G,[],[],[],[],[],[],[],[],"The course introduces the main events and themes of Islamic history and civilization and their place in world history. Topics include: Muhammad and the Qur'an, the Islamic legal system, social structure and political institutions, literature, philosophy, theology, art and architecture, medicine and science, interaction with Europe, the Crusades, and trade.",Western Main Campus,3 lecture hours.,0.5,HISTORY
2824,THE HISTORY OF THE MODERN MIDDLE EAST,HISTORY 2608F/G,[],"[{'text': 'HISTORY 2606E', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['HISTORY 2606E'],[],[],"The course surveys the disintegration of the Ottoman Empire, the transformation of political institutions, the formation of independent Arab states in the 20th century, Arab nationalism, fundamentalism, the impact of European and American imperialism, and the challenges of modernity for the family and status of women.",Western Main Campus,3 lecture hours.,0.5,HISTORY
2825,WOMEN IN EAST ASIA,HISTORY 2610F/G,[],[],[],[],[],[],[],[],"This half course aims to help students sharpen their analytical skills in understanding the cultural and gender differences in China, Japan, and Korea while at the same time learn more about the imperial, modern, and contemporary societies of the three East Asian countries.",Huron,3 hours.,0.5,HISTORY
2826,SURVEY OF KOREAN HISTORY,HISTORY 2611E,[],[],[],[],[],[],[],[],"A survey of Korean history from the formation of the first Korean states to the present, focusing on domestic developments and the role of the Korean peninsula in the international system in East Asia.",Western Main Campus,2 lecture hours.,1.0,HISTORY
2827,CHINESE WOMEN'S BIOGRAPHY,HISTORY 2615F/G,[],[],[],[],[],[],[],[],"This course studies the long Chinese tradition of women’s biography by critically analyzing a variety of biographical sources, including records on “chaste women” in dynastic histories. It also examines how women’s biography served particular political, social, and cultural enterprises of the imperial Chinese state and society.",Huron,2 lecture hours.,0.5,HISTORY
2828,CHINA AND THE WORLD,HISTORY 2618F/G,[],[],[],[],[],[],[],[],"Explores the interaction between China and the rest of the world from the Mongol conquest of the 13th century to the Republic of China in the mid-20th century, to understand how China has been globally integrated through conquest, the exchange of goods and ideas, and the migration of peoples.Extra information: Two lecture hours per week.",Western Main Campus,,0.5,HISTORY
2829,CHINA RECONSTRUCTS: THE MAKING OF “NEW CHINA”,HISTORY 2620F/G,[],[],[],[],[],[],[],[],"This course examines China’s efforts to reinvent itself as a globally relevant nation-state in the mid-20th and 21st centuries. We discuss the ways in which China’s leadership envisioned the “New China,” the ways governing bodies tried to make those visions a reality, and the ways the Chinese people responded.",Western Main Campus,3 lecture hours.,0.5,HISTORY
2830,GOING TO AFRICA,HISTORY 2630F/G,[],[],[],[],[],[],[],[],"Do you dream of an African safari, or working for an NGO or a missionary organization there? Or have you ever wondered why this resource-rich continent has so many seemingly intractable problems? This course explores contemporary African issues through a historical lens. Your African trip will never be the same.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",0.5,HISTORY
2831,"PEPPERS, PIRATES AND PRIESTS: EAST ASIA IN WORLD HISTORY BEFORE 1800",HISTORY 2650E,[],"[{'text': 'HISTORY 2691E', 'isLink': True}, {'text': '(2013-14).', 'isLink': False}]",[],[],[],['HISTORY 2691E'],[],[],"Explores cultural, social, religious and economic interactions both within East Asia and between East Asia and the rest of the world before the age of European dominance.",King's,"2 lecture hours, 1 tutorial hour.",1.0,HISTORY
2832,"SELECTED TOPICS IN ASIAN, AFRICAN OR MIDDLE EASTERN HISTORY",HISTORY 2691E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Western Main Campus,3 hours.,1.0,HISTORY
2833,"SELECTED TOPICS IN ASIAN, AFRICAN OR MIDDLE EASTERN HISTORY",HISTORY 2692E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2834,"SELECTED TOPICS IN ASIAN, AFRICAN OR MIDDLE EASTERN HISTORY",HISTORY 2693E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2835,"SELECTED TOPICS IN ASIAN, AFRICAN OR MIDDLE EASTERN HISTORY",HISTORY 2694E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2836,"SELECTED TOPICS IN ASIAN, AFRICAN OR MIDDLE EASTERN HISTORY",HISTORY 2695E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2837,"SELECTED TOPICS IN ASIAN, AFRICAN OR MIDDLE EASTERN HISTORY",HISTORY 2696F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,0.5,HISTORY
2838,"SELECTED TOPICS IN ASIAN, AFRICAN OR MIDDLE EASTERN HISTORY",HISTORY 2697F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,0.5,HISTORY
2839,"SELECTED TOPICS IN ASIAN, AFRICAN OR MIDDLE EASTERN HISTORY",HISTORY 2698F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,0.5,HISTORY
2840,"SELECTED TOPICS IN ASIAN, AFRICAN OR MIDDLE EASTERN HISTORY",HISTORY 2699F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,0.5,HISTORY
2841,PATTERNS AND PERSPECTIVES IN WORLD HISTORY,HISTORY 2701E,[],[],[],[],[],[],[],[],The course stresses the interaction over time of major world civilizations. Emphasis is given to historical developments that have influenced more than one civilization or cultural region.,Huron,3 hours.,1.0,HISTORY
2842,TEN DAYS THAT SHOOK THE WORLD,HISTORY 2702E,[],[],[],[],[],[],[],[],"The course examines ten separate days/events in world history since 1609 with an emphasis on the key role of interactions across cultures. Moving among the case studies, the goal of the course is not to gain total knowledge of the world, but to understand the processes by which we claim to know the world.",Huron,3 hours.,1.0,HISTORY
2843,THE WESTERN TRADITION IN INTERNATIONAL RELATIONS THEORY AND PRACTICE,HISTORY 2705E,[],[],[],[],[],[],[],[],"The course examines historical international relations theory critically and in context, not only the ""canon"" of Western thinkers but also international voices often marginalized in IR theory. In doing so, the course considers the role of race, gender, imperialism, religion, and more in the development of IR theory.",Western Main Campus,3 hours.,1.0,HISTORY
2844,YOUTH CULTURES IN THE TWENTIETH CENTURY,HISTORY 2706E,[],[],[],[],[],[],[],[],"This course will examine twentieth-century youth cultures in Canada, Britain and the United States: flappers, `Swing Kids', rebellious teenagers, mods, hippies, punks, and hip hop, to discover their changing natures, their relationship to the dominant society and the official reactions to them.",Huron,3 hours.,1.0,HISTORY
2845,"CRIME AND PUNISHMENT IN NINETEENTH-CENTURY US, CANADA, AND UK",HISTORY 2707F/G,[],[],[],[],[],[],[],[],"This course will investigate the history of nineteenth-century crime and punishment in Canada, the UK and the US, examining how the shared legal pasts of these countries diverged in the era of industrialization and urbanization. Topics include the establishment of police forces, early crime statistics, and capital punishment.",Huron,3 hours.,0.5,HISTORY
2846,"CRIME AND PUNISHMENT 20TH-CENTURY US, CANADA, AND UK",HISTORY 2708F/G,[],[],[],[],[],[],[],[],"This course will compare the diverging histories of twentieth-century crime and punishment in Canada, the UK and the US. Topics include international policing, the use of forensic science in detecting and proving crime, the abolition of capital punishment, and the role of media in modern perceptions of crime.",Huron,3 hours.,0.5,HISTORY
2847,"RACE, RIGHTS, AND REVOLUTION: THE ATLANTIC WORLD IN THE EIGHTEENTH CENTURY",HISTORY 2709F/G,[],[],[],[],[],[],[],[],"This course examines currents of change flowing through the Atlantic world, from the Glorious Revolution in England in 1688 to the founding of the Republic of Haiti in 1804. Themes will include: the influence and limitations of Enlightenment thought; shifting concepts of nature, natural rights and individualism; empire and revolution; and the histories of racial slavery and emancipation.",Huron,3 hours.,0.5,HISTORY
2848,"RED, WHITE, BLACK, ET BLANCS: THE AMERICAS TO 1867",HISTORY 2710F/G,[],"[{'text': 'HISTORY 2201E', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'HISTORY 2301E', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['HISTORY 2201E', 'HISTORY 2301E']",[],[],"This course examines the history of North America from 1450 to 1867. The course addresses the histories of North American, European and African peoples and their interactions with each other. Key themes covered in this course are imperial and colonial expansion, slavery and indigeneity, religion, and political revolution.",Huron,3 hours.,0.5,HISTORY
2849,TYRANTS: HISTORICAL PROFILES IN OPPRESSION AND RESISTANCE,HISTORY 2712F/G,[],[],[],[],[],[],[],[],"This course explores tyranny in human history, from ancient to modern times, with a focus on the early modern West and its global expansion. It will explore the evolution of the concept of the tyrant, the idea of legitimate vs illegitimate rule, and the resistance and agency of oppressed peoples.",Huron,3 hours.,0.5,HISTORY
2850,REPUBLIC OF LETTERS: ENLIGHTENMENT IN ATLANTIC WORLD,HISTORY 2713F/G,[],[],[],[],[],[],[],[],"Focusing on the circulation of Enlightenment thought and ideas in print culture, this course explores the origins and influence of the Enlightenment across the Atlantic world, with an emphasis on the place of natural science and religion, political revolution, women and Enlightenment, slavery and abolition, and recent critical historiography.Antirequisite: The former History 2704E.",Huron,3 hours.,0.5,HISTORY
2851,MERCHANTS OF EMPIRE: THE FIRST GLOBAL CORPORATIONS,HISTORY 2714F/G,"[{'text': '0.5 Course in History or permission of instructor.', 'isLink': False}]",[],[],[],[],[],[],[],"This course examines the global impact of European joint stock companies from their inception as sixteenth-century trading expeditions to their central role in the history of imperialism, colonialism, and the development of the global capitalist economy. Topics include the rise of the corporation, expansion of global trading networks, imperial warfare, cultural contact and exchange, slavery and exploitation, colonial resistance and oppression, and the complex relationship between companies and imperial governments.",Huron,3 hours.,0.5,HISTORY
2852,SELECTED TOPICS IN INTERNATIONAL OR COMPARATIVE HISTORY,HISTORY 2791E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Western Main Campus,3 hours.,1.0,HISTORY
2853,SELECTED TOPICS IN INTERNATIONAL OR COMPARATIVE HISTORY,HISTORY 2792E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,1.0,HISTORY
2854,SELECTED TOPICS IN INTERNATIONAL OR COMPARATIVE HISTORY,HISTORY 2793E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,1.0,HISTORY
2855,SELECTED TOPICS IN INTERNATIONAL OR COMPARATIVE HISTORY,HISTORY 2794E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,1.0,HISTORY
2856,SELECTED TOPICS IN INTERNATIONAL OR COMPARATIVE HISTORY,HISTORY 2795E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2857,SELECTED TOPICS IN INTERNATIONAL OR COMPARATIVE HISTORY,HISTORY 2796F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Western Main Campus,3 hours.,0.5,HISTORY
2858,SELECTED TOPICS IN INTERNATIONAL OR COMPARATIVE HISTORY,HISTORY 2797F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,0.5,HISTORY
2859,SELECTED TOPICS IN INTERNATIONAL OR COMPARATIVE HISTORY,HISTORY 2798F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,0.5,HISTORY
